LECROYWaveRunnerHU,21832,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,11-Sep-2019 19:29:44,0                 
Time,Ampl
-1.544994e-07,0.00127902
-1.544494e-07,0.00127902
-1.543994e-07,0.00120637
-1.543494e-07,0.00066153
-1.542994e-07,0.000407271
-1.542494e-07,0.000697853
-1.541994e-07,0.00124269
-1.541494e-07,0.00218708
-1.540994e-07,0.0039669
-1.540494e-07,0.00585568
-1.539994e-07,0.00676375
-1.539494e-07,0.00658214
-1.538994e-07,0.00592833
-1.538494e-07,0.00469335
-1.537994e-07,0.00302251
-1.537494e-07,0.00178753
-1.536994e-07,0.00131534
-1.536494e-07,0.000988435
-1.535994e-07,0.000370948
-1.535494e-07,0.000116689
-1.534994e-07,0.000443594
-1.534494e-07,0.00066153
-1.533994e-07,0.000370948
-1.533494e-07,-0.000101247
-1.532994e-07,-0.000972992
-1.532494e-07,-0.00231693
-1.531994e-07,-0.00329765
-1.531494e-07,-0.00351558
-1.530994e-07,-0.00373352
-1.530494e-07,-0.00424204
-1.529994e-07,-0.00485952
-1.529494e-07,-0.00504114
-1.528994e-07,-0.00456894
-1.528494e-07,-0.00424204
-1.527994e-07,-0.0040241
-1.527494e-07,-0.00351558
-1.526994e-07,-0.00333397
-1.526494e-07,-0.00373352
-1.525994e-07,-0.00475056
-1.525494e-07,-0.00631243
-1.524994e-07,-0.00711153
-1.524494e-07,-0.00623979
-1.523994e-07,-0.00464159
-1.523494e-07,-0.00333397
-1.522994e-07,-0.00199003
-1.522494e-07,-0.000864024
-1.521994e-07,-0.00119093
-1.521494e-07,-0.00220797
-1.520994e-07,-0.00184474
-1.520494e-07,-0.000900347
-1.519994e-07,-0.000900347
-1.519494e-07,-0.00180842
-1.518994e-07,-0.00300707
-1.518494e-07,-0.00416939
-1.517994e-07,-0.00511378
-1.517494e-07,-0.00580392
-1.516994e-07,-0.00623979
-1.516494e-07,-0.0060945
-1.515994e-07,-0.00565862
-1.515494e-07,-0.00594921
-1.514994e-07,-0.00613082
-1.514494e-07,-0.00551333
-1.513994e-07,-0.00533172
-1.513494e-07,-0.00616714
-1.512994e-07,-0.00736579
-1.512494e-07,-0.00900032
-1.511994e-07,-0.0108891
-1.511494e-07,-0.0123057
-1.510994e-07,-0.0124147
-1.510494e-07,-0.0114703
-1.509994e-07,-0.0105259
-1.509494e-07,-0.01009
-1.508994e-07,-0.00965412
-1.508494e-07,-0.00885502
-1.507994e-07,-0.00805592
-1.507494e-07,-0.00732947
-1.506994e-07,-0.0064214
-1.506494e-07,-0.00515011
-1.505994e-07,-0.00431468
-1.505494e-07,-0.00420572
-1.504994e-07,-0.00413307
-1.504494e-07,-0.00366087
-1.503994e-07,-0.00347926
-1.503494e-07,-0.00384249
-1.502994e-07,-0.00445997
-1.502494e-07,-0.00504114
-1.501994e-07,-0.00558598
-1.501494e-07,-0.00594921
-1.500994e-07,-0.00620347
-1.500494e-07,-0.00638508
-1.499994e-07,-0.0064214
-1.499494e-07,-0.00645772
-1.498994e-07,-0.00605817
-1.498494e-07,-0.00471423
-1.497994e-07,-0.00315236
-1.497494e-07,-0.00249855
-1.496994e-07,-0.00202635
-1.496494e-07,-0.00093667
-1.495994e-07,0.00026198
-1.495494e-07,0.00135166
-1.494994e-07,0.00178753
-1.494494e-07,0.00142431
-1.493994e-07,0.000370948
-1.493494e-07,-0.000900347
-1.492994e-07,-0.0012999
-1.492494e-07,-0.00115461
-1.491994e-07,-0.00155416
-1.491494e-07,-0.00217164
-1.490994e-07,-0.00238958
-1.490494e-07,-0.00238958
-1.489994e-07,-0.00228061
-1.489494e-07,-0.00249855
-1.488994e-07,-0.00286177
-1.488494e-07,-0.00282545
-1.487994e-07,-0.00264384
-1.487494e-07,-0.00199003
-1.486994e-07,-0.000827702
-1.486494e-07,7.72117e-06
-1.485994e-07,-0.000246538
-1.485494e-07,-0.00133622
-1.484994e-07,-0.00275281
-1.484494e-07,-0.00406042
-1.483994e-07,-0.00511378
-1.483494e-07,-0.00544069
-1.482994e-07,-0.00424204
-1.482494e-07,-0.00166312
-1.481994e-07,0.000443594
-1.481494e-07,0.00117005
-1.480994e-07,0.00146063
-1.480494e-07,0.00225973
-1.479994e-07,0.0031678
-1.479494e-07,0.00324044
-1.478994e-07,0.00284089
-1.478494e-07,0.00225973
-1.477994e-07,0.000952112
-1.477494e-07,-0.000173892
-1.476994e-07,0.000552562
-1.476494e-07,0.00287722
-1.475994e-07,0.00523819
-1.475494e-07,0.00723594
-1.474994e-07,0.00948795
-1.474494e-07,0.0114857
-1.473994e-07,0.012648
-1.473494e-07,0.0131929
-1.472994e-07,0.0133382
-1.472494e-07,0.0132292
-1.471994e-07,0.0130113
-1.471494e-07,0.0127933
-1.470994e-07,0.0126117
-1.470494e-07,0.0124664
-1.469994e-07,0.0119579
-1.469494e-07,0.0110135
-1.468994e-07,0.0103234
-1.468494e-07,0.00992383
-1.467994e-07,0.00857989
-1.467494e-07,0.00618259
-1.466994e-07,0.00403954
-1.466494e-07,0.0031678
-1.465994e-07,0.00382161
-1.465494e-07,0.0055651
-1.464994e-07,0.00756285
-1.464494e-07,0.00937899
-1.463994e-07,0.010396
-1.463494e-07,0.0104687
-1.462994e-07,0.0104323
-1.462494e-07,0.0103234
-1.461994e-07,0.00981486
-1.461494e-07,0.00959692
-1.460994e-07,0.00952428
-1.460494e-07,0.00919737
-1.459994e-07,0.00836195
-1.459494e-07,0.0066911
-1.458994e-07,0.00480232
-1.458494e-07,0.00353103
-1.457994e-07,0.00244134
-1.457494e-07,0.00117005
-1.456994e-07,4.40439e-05
-1.456494e-07,-0.00119093
-1.455994e-07,-0.00307971
-1.455494e-07,-0.00533172
-1.454994e-07,-0.00707521
-1.454494e-07,-0.00783799
-1.453994e-07,-0.00798328
-1.453494e-07,-0.00776534
-1.452994e-07,-0.00743844
-1.452494e-07,-0.00707521
-1.451994e-07,-0.00718418
-1.451494e-07,-0.00783799
-1.450994e-07,-0.00831018
-1.450494e-07,-0.00823754
-1.449994e-07,-0.00827386
-1.449494e-07,-0.00874606
-1.448994e-07,-0.00856444
-1.448494e-07,-0.00736579
-1.447994e-07,-0.00616714
-1.447494e-07,-0.00558598
-1.446994e-07,-0.00504114
-1.446494e-07,-0.00456894
-1.445994e-07,-0.00536804
-1.445494e-07,-0.00711153
-1.444994e-07,-0.00787431
-1.444494e-07,-0.0072205
-1.443994e-07,-0.00674831
-1.443494e-07,-0.00718418
-1.442994e-07,-0.00765637
-1.442494e-07,-0.0076927
-1.441994e-07,-0.00783799
-1.441494e-07,-0.00845547
-1.440994e-07,-0.00878238
-1.440494e-07,-0.00892767
-1.439994e-07,-0.00896399
-1.439494e-07,-0.00816489
-1.438994e-07,-0.00703889
-1.438494e-07,-0.00634876
-1.437994e-07,-0.00598553
-1.437494e-07,-0.00587656
-1.436994e-07,-0.00547701
-1.436494e-07,-0.00504114
-1.435994e-07,-0.00580392
-1.435494e-07,-0.00740212
-1.434994e-07,-0.00845547
-1.434494e-07,-0.00863709
-1.433994e-07,-0.00870973
-1.433494e-07,-0.00914561
-1.432994e-07,-0.0092909
-1.432494e-07,-0.00885502
-1.431994e-07,-0.00820122
-1.431494e-07,-0.00718418
-1.430994e-07,-0.00573127
-1.430494e-07,-0.00471423
-1.429994e-07,-0.0048232
-1.429494e-07,-0.00591288
-1.428994e-07,-0.0068936
-1.428494e-07,-0.00732947
-1.427994e-07,-0.00812857
-1.427494e-07,-0.00979942
-1.426994e-07,-0.0108528
-1.426494e-07,-0.0109981
-1.425994e-07,-0.011107
-1.425494e-07,-0.0107438
-1.424994e-07,-0.010199
-1.424494e-07,-0.0108165
-1.423994e-07,-0.0130685
-1.423494e-07,-0.015829
-1.422994e-07,-0.0168097
-1.422494e-07,-0.0155747
-1.421994e-07,-0.0141945
-1.421494e-07,-0.0137223
-1.420994e-07,-0.0137949
-1.420494e-07,-0.0145214
-1.419994e-07,-0.0162285
-1.419494e-07,-0.0177541
-1.418994e-07,-0.0178267
-1.418494e-07,-0.0167371
-1.417994e-07,-0.014812
-1.417494e-07,-0.012451
-1.416994e-07,-0.010199
-1.416494e-07,-0.00841915
-1.415994e-07,-0.00751108
-1.415494e-07,-0.00765637
-1.414994e-07,-0.00823754
-1.414494e-07,-0.00976309
-1.413994e-07,-0.0126689
-1.413494e-07,-0.0157927
-1.412994e-07,-0.0177541
-1.412494e-07,-0.0188075
-1.411994e-07,-0.0199698
-1.411494e-07,-0.0209868
-1.410994e-07,-0.0210231
-1.410494e-07,-0.0205146
-1.409994e-07,-0.0209868
-1.409494e-07,-0.0222581
-1.408994e-07,-0.0222218
-1.408494e-07,-0.0206962
-1.407994e-07,-0.0198608
-1.407494e-07,-0.0198971
-1.406994e-07,-0.019207
-1.406494e-07,-0.0174998
-1.405994e-07,-0.0159016
-1.405494e-07,-0.0146667
-1.404994e-07,-0.0134317
-1.404494e-07,-0.0127416
-1.403994e-07,-0.0128868
-1.403494e-07,-0.0129958
-1.402994e-07,-0.0127416
-1.402494e-07,-0.0130685
-1.401994e-07,-0.014812
-1.401494e-07,-0.0173545
-1.400994e-07,-0.0199335
-1.400494e-07,-0.022476
-1.399994e-07,-0.0245464
-1.399494e-07,-0.0253092
-1.398994e-07,-0.024837
-1.398494e-07,-0.0238563
-1.397994e-07,-0.0231299
-1.397494e-07,-0.0230572
-1.396994e-07,-0.0229482
-1.396494e-07,-0.0220765
-1.395994e-07,-0.0205509
-1.395494e-07,-0.0185895
-1.394994e-07,-0.0166644
-1.394494e-07,-0.0155384
-1.393994e-07,-0.0145577
-1.393494e-07,-0.013468
-1.392994e-07,-0.0125236
-1.392494e-07,-0.0121241
-1.391994e-07,-0.0128868
-1.391494e-07,-0.014485
-1.390994e-07,-0.0159016
-1.390494e-07,-0.0165554
-1.389994e-07,-0.0167371
-1.389494e-07,-0.0166281
-1.388994e-07,-0.0160469
-1.388494e-07,-0.0148846
-1.387994e-07,-0.0140129
-1.387494e-07,-0.0138312
-1.386994e-07,-0.0136496
-1.386494e-07,-0.0127416
-1.385994e-07,-0.0111797
-1.385494e-07,-0.00958148
-1.384994e-07,-0.00860077
-1.384494e-07,-0.0084918
-1.383994e-07,-0.00885502
-1.383494e-07,-0.00936354
-1.382994e-07,-0.00950883
-1.382494e-07,-0.00943619
-1.381994e-07,-0.0100537
-1.381494e-07,-0.0116519
-1.380994e-07,-0.0135043
-1.380494e-07,-0.0140492
-1.379994e-07,-0.0130321
-1.379494e-07,-0.0117972
-1.378994e-07,-0.0110344
-1.378494e-07,-0.0102353
-1.377994e-07,-0.00918193
-1.377494e-07,-0.00816489
-1.376994e-07,-0.00732947
-1.376494e-07,-0.00674831
-1.375994e-07,-0.00674831
-1.375494e-07,-0.00743844
-1.374994e-07,-0.00838283
-1.374494e-07,-0.0092909
-1.373994e-07,-0.0100537
-1.373494e-07,-0.010199
-1.372994e-07,-0.00925457
-1.372494e-07,-0.00787431
-1.371994e-07,-0.00692992
-1.371494e-07,-0.00631243
-1.370994e-07,-0.00602185
-1.370494e-07,-0.00591288
-1.369994e-07,-0.00591288
-1.369494e-07,-0.00598553
-1.368994e-07,-0.00605817
-1.368494e-07,-0.00616714
-1.367994e-07,-0.00623979
-1.367494e-07,-0.00627611
-1.366994e-07,-0.00631243
-1.366494e-07,-0.00594921
-1.365994e-07,-0.00504114
-1.365494e-07,-0.0040241
-1.364994e-07,-0.00311603
-1.364494e-07,-0.00278913
-1.363994e-07,-0.00318868
-1.363494e-07,-0.00355191
-1.362994e-07,-0.00264384
-1.362494e-07,-0.000864024
-1.361994e-07,-6.49243e-05
-1.361494e-07,-0.000718733
-1.360994e-07,-0.00231693
-1.360494e-07,-0.00460527
-1.359994e-07,-0.00605817
