LECROYWaveRunnerHU,21832,Waveform
Segments,1,SegmentSize,10002
Segment,TrigTime,TimeSinceSegment1
#1,11-Sep-2019 19:29:45,0                 
Time,Ampl
-2.40022e-07,-0.0249823
-2.39972e-07,-0.0210231
-2.39922e-07,-0.0161922
-2.39872e-07,-0.0101626
-2.39822e-07,-0.0044963
-2.39772e-07,4.40439e-05
-2.39722e-07,0.00440277
-2.39672e-07,0.0090884
-2.39622e-07,0.0135924
-2.39572e-07,0.0168615
-2.39522e-07,0.0181691
-2.39472e-07,0.0179148
-2.39422e-07,0.0164619
-2.39372e-07,0.013883
-2.39322e-07,0.0100328
-2.39272e-07,0.00418483
-2.39222e-07,-0.003225
-2.39172e-07,-0.0102353
-2.39122e-07,-0.0155021
-2.39072e-07,-0.0197518
-2.39022e-07,-0.023929
-2.38972e-07,-0.0274159
-2.38922e-07,-0.0291958
-2.38872e-07,-0.0294137
-2.38822e-07,-0.0283967
-2.38772e-07,-0.0257814
-2.38722e-07,-0.0220039
-2.38672e-07,-0.0186258
-2.38622e-07,-0.0152478
-2.38572e-07,-0.0105259
-2.38522e-07,-0.00471423
-2.38472e-07,0.00186018
-2.38422e-07,0.00887047
-2.38372e-07,0.0153722
-2.38322e-07,0.0201305
-2.38272e-07,0.0228184
-2.38222e-07,0.024017
-2.38172e-07,0.024235
-2.38122e-07,0.0235448
-2.38072e-07,0.0217287
-2.38022e-07,0.0188955
-2.37972e-07,0.0147911
-2.37922e-07,0.00959692
-2.37872e-07,0.00353103
-2.37822e-07,-0.00351558
-2.37772e-07,-0.0110344
-2.37722e-07,-0.0183716
-2.37672e-07,-0.0251276
-2.37622e-07,-0.0309029
-2.37572e-07,-0.0347895
-2.37522e-07,-0.0367146
-2.37472e-07,-0.0376953
-2.37422e-07,-0.0384217
-2.37372e-07,-0.0381311
-2.37322e-07,-0.0365693
-2.37272e-07,-0.0342446
-2.37222e-07,-0.0303581
-2.37172e-07,-0.0248007
-2.37122e-07,-0.0188801
-2.37072e-07,-0.0137949
-2.37022e-07,-0.00918193
-2.36972e-07,-0.0040241
-2.36922e-07,0.00135166
-2.36872e-07,0.005892
-2.36822e-07,0.0100691
-2.36772e-07,0.0145368
-2.36722e-07,0.0180238
-2.36672e-07,0.0192588
-2.36622e-07,0.0187502
-2.36572e-07,0.0174426
-2.36522e-07,0.0155538
-2.36472e-07,0.0125391
-2.36422e-07,0.00825298
-2.36372e-07,0.00363999
-2.36322e-07,-0.00111828
-2.36272e-07,-0.00671198
-2.36222e-07,-0.0126326
-2.36172e-07,-0.0176814
-2.36122e-07,-0.0214953
-2.36072e-07,-0.0240016
-2.36022e-07,-0.0250913
-2.35972e-07,-0.0244738
-2.35922e-07,-0.0223308
-2.35872e-07,-0.0189527
-2.35822e-07,-0.0147756
-2.35772e-07,-0.0104532
-2.35722e-07,-0.00682095
-2.35672e-07,-0.00329765
-2.35622e-07,0.00106108
-2.35572e-07,0.00592833
-2.35522e-07,0.00985118
-2.35472e-07,0.0122848
-2.35422e-07,0.0143189
-2.35372e-07,0.0165709
-2.35322e-07,0.0178059
-2.35272e-07,0.0175516
-2.35222e-07,0.0165346
-2.35172e-07,0.0149727
-2.35122e-07,0.0121758
-2.35072e-07,0.00810769
-2.35022e-07,0.00400322
-2.34972e-07,0.000588885
-2.34922e-07,-0.00347926
-2.34872e-07,-0.00910928
-2.34822e-07,-0.0157563
-2.34772e-07,-0.0218586
-2.34722e-07,-0.0266532
-2.34672e-07,-0.0307576
-2.34622e-07,-0.0338451
-2.34572e-07,-0.0351164
-2.34522e-07,-0.0340993
-2.34472e-07,-0.0313025
-2.34422e-07,-0.0280697
-2.34372e-07,-0.0243648
-2.34322e-07,-0.0198608
-2.34272e-07,-0.0149209
-2.34222e-07,-0.00943619
-2.34172e-07,-0.00304339
-2.34122e-07,0.00393058
-2.34072e-07,0.0104687
-2.34022e-07,0.016026
-2.33972e-07,0.0206027
-2.33922e-07,0.0235085
-2.33872e-07,0.0243076
-2.33822e-07,0.0235448
-2.33772e-07,0.0220556
-2.33722e-07,0.0200942
-2.33672e-07,0.0174063
-2.33622e-07,0.0136651
-2.33572e-07,0.00923369
-2.33522e-07,0.00516555
-2.33472e-07,0.00117005
-2.33422e-07,-0.00286177
-2.33372e-07,-0.00631243
-2.33322e-07,-0.00958148
-2.33272e-07,-0.0134317
-2.33222e-07,-0.016955
-2.33172e-07,-0.0189164
-2.33122e-07,-0.0193886
-2.33072e-07,-0.0186622
-2.33022e-07,-0.0162285
-2.32972e-07,-0.0118335
-2.32922e-07,-0.00598553
-2.32872e-07,0.000443594
-2.32822e-07,0.00719962
-2.32772e-07,0.0138467
-2.32722e-07,0.0192951
-2.32672e-07,0.0236538
-2.32622e-07,0.0274677
-2.32572e-07,0.0311726
-2.32522e-07,0.0341874
-2.32472e-07,0.0355677
-2.32422e-07,0.0363304
-2.32372e-07,0.0373475
-2.32322e-07,0.0376017
-2.32272e-07,0.0358583
-2.32222e-07,0.0318628
-2.32172e-07,0.026596
-2.32122e-07,0.020748
-2.32072e-07,0.0140646
-2.32022e-07,0.00803504
-2.31972e-07,0.00447542
-2.31922e-07,0.00240502
-2.31872e-07,0.00026198
-2.31822e-07,-0.00191738
-2.31772e-07,-0.00380617
-2.31722e-07,-0.00478688
-2.31672e-07,-0.00442365
-2.31622e-07,-0.00264384
-2.31572e-07,0.000370948
-2.31522e-07,0.00345838
-2.31472e-07,0.00574671
-2.31422e-07,0.00836195
-2.31372e-07,0.012648
-2.31322e-07,0.0182781
-2.31272e-07,0.0243803
-2.31222e-07,0.0301556
-2.31172e-07,0.0351681
-2.31122e-07,0.0393452
-2.31072e-07,0.0412703
-2.31022e-07,0.0397811
-2.30972e-07,0.0356403
-2.30922e-07,0.0300466
-2.30872e-07,0.0238718
-2.30822e-07,0.0176242
-2.30772e-07,0.0112314
-2.30722e-07,0.00389425
-2.30672e-07,-0.00424204
-2.30622e-07,-0.0118698
-2.30572e-07,-0.0179357
-2.30522e-07,-0.0229846
-2.30472e-07,-0.0278518
-2.30422e-07,-0.0317747
-2.30372e-07,-0.0342446
-2.30322e-07,-0.0355159
-2.30272e-07,-0.0359881
-2.30222e-07,-0.0355886
-2.30172e-07,-0.0336271
-2.30122e-07,-0.0300675
-2.30072e-07,-0.0258541
-2.30022e-07,-0.0212411
-2.29972e-07,-0.0156474
-2.29922e-07,-0.01009
-2.29872e-07,-0.00620347
-2.29822e-07,-0.00347926
-2.29772e-07,0.000153012
-2.29722e-07,0.00480232
-2.29672e-07,0.00843459
-2.29622e-07,0.0101781
-2.29572e-07,0.0110498
-2.29522e-07,0.0109772
-2.29472e-07,0.00847092
-2.29422e-07,0.00436645
-2.29372e-07,0.000879467
-2.29322e-07,-0.002099
-2.29272e-07,-0.00584024
-2.29222e-07,-0.0105259
-2.29172e-07,-0.0156837
-2.29122e-07,-0.0210231
-2.29072e-07,-0.0263263
-2.29022e-07,-0.0311572
-2.28972e-07,-0.0341356
-2.28922e-07,-0.035298
-2.28872e-07,-0.0357338
-2.28822e-07,-0.0349711
-2.28772e-07,-0.0325374
-2.28722e-07,-0.0285056
-2.28672e-07,-0.0231662
-2.28622e-07,-0.0172456
-2.28572e-07,-0.0108891
-2.28522e-07,-0.00416939
-2.28472e-07,0.00200547
-2.28422e-07,0.00767182
-2.28372e-07,0.0136287
-2.28322e-07,0.0191861
-2.28272e-07,0.0224552
-2.28222e-07,0.0232179
-2.28172e-07,0.023
-2.28122e-07,0.0222736
-2.28072e-07,0.0202758
-2.28022e-07,0.0164256
-2.27972e-07,0.0110498
-2.27922e-07,0.00505658
-2.27872e-07,-0.000646088
-2.27822e-07,-0.0052954
-2.27772e-07,-0.00936354
-2.27722e-07,-0.0136496
-2.27672e-07,-0.0177178
-2.27622e-07,-0.0210231
-2.27572e-07,-0.0233478
-2.27522e-07,-0.0255998
-2.27472e-07,-0.0285783
-2.27422e-07,-0.0310482
-2.27372e-07,-0.0313388
-2.27322e-07,-0.0292684
-2.27272e-07,-0.025963
-2.27222e-07,-0.0221855
-2.27172e-07,-0.0176451
-2.27122e-07,-0.0122694
-2.27072e-07,-0.00700257
-2.27022e-07,-0.00224429
-2.26972e-07,0.00218708
-2.26922e-07,0.00618259
-2.26872e-07,0.00883414
-2.26822e-07,0.0100328
-2.26772e-07,0.00985118
-2.26722e-07,0.00788975
-2.26672e-07,0.00414851
-2.26622e-07,-0.000246538
-2.26572e-07,-0.00427836
-2.26522e-07,-0.00860077
-2.26472e-07,-0.0146667
-2.26422e-07,-0.0217859
-2.26372e-07,-0.0278881
-2.26322e-07,-0.0324285
-2.26272e-07,-0.0366419
-2.26222e-07,-0.0410733
-2.26172e-07,-0.0460858
-2.26122e-07,-0.0521154
-2.26072e-07,-0.0579997
-2.26022e-07,-0.0613777
-2.25972e-07,-0.061305
-2.25922e-07,-0.0595252
-2.25872e-07,-0.0571279
-2.25822e-07,-0.0536773
-2.25772e-07,-0.0490643
-2.25722e-07,-0.0438701
-2.25672e-07,-0.038458
-2.25622e-07,-0.0330823
-2.25572e-07,-0.0278155
-2.25522e-07,-0.0234568
-2.25472e-07,-0.0206962
-2.25422e-07,-0.0188075
-2.25372e-07,-0.0173182
-2.25322e-07,-0.0166281
-2.25272e-07,-0.0172456
-2.25222e-07,-0.019207
-2.25172e-07,-0.022694
-2.25122e-07,-0.0278881
-2.25072e-07,-0.0346805
-2.25022e-07,-0.041945
-2.24972e-07,-0.0482289
-2.24922e-07,-0.0529871
-2.24872e-07,-0.0561835
-2.24822e-07,-0.0583992
-2.24772e-07,-0.060179
-2.24722e-07,-0.0618136
-2.24672e-07,-0.0634844
-2.24622e-07,-0.0645014
-2.24572e-07,-0.0646467
-2.24522e-07,-0.0643198
-2.24472e-07,-0.0634118
-2.24422e-07,-0.0611961
-2.24372e-07,-0.0571643
-2.24322e-07,-0.0513163
-2.24272e-07,-0.0447056
-2.24222e-07,-0.0388213
-2.24172e-07,-0.0334818
-2.24122e-07,-0.0277792
-2.24072e-07,-0.0224397
-2.24022e-07,-0.0189527
-2.23972e-07,-0.016955
-2.23922e-07,-0.0160832
-2.23872e-07,-0.0167007
-2.23822e-07,-0.017972
-2.23772e-07,-0.0189891
-2.23722e-07,-0.0208415
-2.23672e-07,-0.0247644
-2.23622e-07,-0.0298859
-2.23572e-07,-0.0347531
-2.23522e-07,-0.0390755
-2.23472e-07,-0.0435432
-2.23422e-07,-0.0493185
-2.23372e-07,-0.0559293
-2.23322e-07,-0.0611234
-2.23272e-07,-0.0639929
-2.23222e-07,-0.0643925
-2.23172e-07,-0.0634481
-2.23122e-07,-0.0635571
-2.23072e-07,-0.0637387
-2.23022e-07,-0.062431
-2.22972e-07,-0.059053
-2.22922e-07,-0.0528055
-2.22872e-07,-0.0453957
-2.22822e-07,-0.0382038
-2.22772e-07,-0.0299949
-2.22722e-07,-0.0210958
-2.22672e-07,-0.0136859
-2.22622e-07,-0.00863709
-2.22572e-07,-0.00525907
-2.22522e-07,-0.00329765
-2.22472e-07,-0.00355191
-2.22422e-07,-0.00602185
-2.22372e-07,-0.0100174
-2.22322e-07,-0.0145214
-2.22272e-07,-0.0189164
-2.22222e-07,-0.0233115
-2.22172e-07,-0.0273433
-2.22122e-07,-0.0309392
-2.22072e-07,-0.0344625
-2.22022e-07,-0.0374047
-2.21972e-07,-0.0391482
-2.21922e-07,-0.0403832
-2.21872e-07,-0.0415455
-2.21822e-07,-0.0420903
-2.21772e-07,-0.0418724
-2.21722e-07,-0.0408553
-2.21672e-07,-0.0388939
-2.21622e-07,-0.036315
-2.21572e-07,-0.0327554
-2.21522e-07,-0.0269437
-2.21472e-07,-0.0197882
-2.21422e-07,-0.0131048
-2.21372e-07,-0.00700257
-2.21322e-07,-0.00104564
-2.21272e-07,0.00422116
-2.21222e-07,0.00905208
-2.21172e-07,0.0136287
-2.21122e-07,0.0172973
-2.21072e-07,0.0199126
-2.21022e-07,0.0207843
-2.20972e-07,0.0198399
-2.20922e-07,0.0181328
-2.20872e-07,0.0155538
-2.20822e-07,0.0113767
-2.20772e-07,0.00596465
-2.20722e-07,-0.000391829
-2.20672e-07,-0.00732947
-2.20622e-07,-0.0137949
-2.20572e-07,-0.0189527
-2.20522e-07,-0.022585
-2.20472e-07,-0.0252366
-2.20422e-07,-0.0277065
-2.20372e-07,-0.0296679
-2.20322e-07,-0.0303218
-2.20272e-07,-0.0293774
-2.20222e-07,-0.0270164
-2.20172e-07,-0.0235294
-2.20122e-07,-0.019316
-2.20072e-07,-0.0149936
-2.20022e-07,-0.010199
-2.19972e-07,-0.00362455
-2.19922e-07,0.0034947
-2.19872e-07,0.00901576
-2.19822e-07,0.0127933
-2.19772e-07,0.0158081
-2.19722e-07,0.0183144
-2.19672e-07,0.0198036
-2.19622e-07,0.0200942
-2.19572e-07,0.019731
-2.19522e-07,0.0183144
-2.19472e-07,0.0150817
-2.19422e-07,0.0106866
-2.19372e-07,0.0063642
-2.19322e-07,0.00247767
-2.19272e-07,-0.00177209
-2.19222e-07,-0.00660302
-2.19172e-07,-0.0109617
-2.19122e-07,-0.0139765
-2.19072e-07,-0.0157927
-2.19022e-07,-0.0167371
-2.18972e-07,-0.0166281
-2.18922e-07,-0.0152841
-2.18872e-07,-0.0131048
-2.18822e-07,-0.0108891
-2.18772e-07,-0.00860077
-2.18722e-07,-0.00515011
-2.18672e-07,0.00026198
-2.18622e-07,0.00734491
-2.18572e-07,0.016026
-2.18522e-07,0.025252
-2.18472e-07,0.0328798
-2.18422e-07,0.0383645
-2.18372e-07,0.0426869
-2.18322e-07,0.0467914
-2.18272e-07,0.0512954
-2.18222e-07,0.0548914
-2.18172e-07,0.0566349
-2.18122e-07,0.0567438
-2.18072e-07,0.0544555
-2.18022e-07,0.0498062
-2.17972e-07,0.0443214
-2.17922e-07,0.0385098
-2.17872e-07,0.0319717
-2.17822e-07,0.025361
-2.17772e-07,0.0198036
-2.17722e-07,0.0149364
-2.17672e-07,0.00970589
-2.17622e-07,0.0050929
-2.17572e-07,0.00313148
-2.17522e-07,0.00363999
-2.17472e-07,0.00491129
-2.17422e-07,0.00640052
-2.17372e-07,0.00890679
-2.17322e-07,0.0130113
-2.17272e-07,0.0184597
-2.17222e-07,0.0244529
-2.17172e-07,0.0312816
-2.17122e-07,0.0389457
-2.17072e-07,0.0461739
-2.17022e-07,0.0519855
-2.16972e-07,0.05609
-2.16922e-07,0.0594317
-2.16872e-07,0.0625918
-2.16822e-07,0.0647711
-2.16772e-07,0.0652797
-2.16722e-07,0.0637541
-2.16672e-07,0.0602308
-2.16622e-07,0.0558721
-2.16572e-07,0.0518403
-2.16522e-07,0.0482443
-2.16472e-07,0.0442851
-2.16422e-07,0.0396721
-2.16372e-07,0.0350955
-2.16322e-07,0.0304825
-2.16272e-07,0.0255063
-2.16222e-07,0.0211112
-2.16172e-07,0.0181691
-2.16122e-07,0.0160624
-2.16072e-07,0.0143189
-2.16022e-07,0.0134835
-2.15972e-07,0.0135924
-2.15922e-07,0.0141736
-2.15872e-07,0.0156991
-2.15822e-07,0.0185686
-2.15772e-07,0.0228547
-2.15722e-07,0.0286664
-2.15672e-07,0.0347322
-2.15622e-07,0.0394905
-2.15572e-07,0.0432318
-2.15522e-07,0.0461739
-2.15472e-07,0.0486075
-2.15422e-07,0.0511864
-2.15372e-07,0.0534021
-2.15322e-07,0.0542739
-2.15272e-07,0.0535474
-2.15222e-07,0.0517676
-2.15172e-07,0.049334
-2.15122e-07,0.0458107
-2.15072e-07,0.0407618
-2.15022e-07,0.0342601
-2.14972e-07,0.0268865
-2.14922e-07,0.0195493
-2.14872e-07,0.0134108
-2.14822e-07,0.00966957
-2.14772e-07,0.00778079
-2.14722e-07,0.00600097
-2.14672e-07,0.00422116
-2.14622e-07,0.00382161
-2.14572e-07,0.00502026
-2.14522e-07,0.00719962
-2.14472e-07,0.00992383
-2.14422e-07,0.0128296
-2.14372e-07,0.0165346
-2.14322e-07,0.0211839
-2.14272e-07,0.0271045
-2.14222e-07,0.0349865
-2.14172e-07,0.0441398
-2.14122e-07,0.0527846
-2.14072e-07,0.0593954
-2.14022e-07,0.0631003
-2.13972e-07,0.0646985
-2.13922e-07,0.0649164
-2.13872e-07,0.0632819
-2.13822e-07,0.0601945
-2.13772e-07,0.0564532
-2.13722e-07,0.0522398
-2.13672e-07,0.0469367
-2.13622e-07,0.0400354
-2.13572e-07,0.0326982
-2.13522e-07,0.0255426
-2.13472e-07,0.0188955
-2.13422e-07,0.0136287
-2.13372e-07,0.0087615
-2.13322e-07,0.00338573
-2.13272e-07,-0.00140887
-2.13222e-07,-0.00431468
-2.13172e-07,-0.00500482
-2.13122e-07,-0.00406042
-2.13072e-07,-0.0024259
-2.13022e-07,0.000443594
-2.12972e-07,0.00614626
-2.12922e-07,0.0143189
-2.12872e-07,0.0227821
-2.12822e-07,0.0303735
-2.12772e-07,0.0366937
-2.12722e-07,0.0416336
-2.12672e-07,0.0455201
-2.12622e-07,0.0473726
-2.12572e-07,0.0467914
-2.12522e-07,0.0442488
-2.12472e-07,0.0403623
-2.12422e-07,0.0356403
-2.12372e-07,0.0305551
-2.12322e-07,0.0256879
-2.12272e-07,0.0213655
-2.12222e-07,0.017261
-2.12172e-07,0.0131929
-2.12122e-07,0.00901576
-2.12072e-07,0.00472968
-2.12022e-07,0.000298303
-2.11972e-07,-0.00347926
-2.11922e-07,-0.00587656
-2.11872e-07,-0.0072205
-2.11822e-07,-0.00816489
-2.11772e-07,-0.00874606
-2.11722e-07,-0.00827386
-2.11672e-07,-0.00696624
-2.11622e-07,-0.00504114
-2.11572e-07,-0.00235326
-2.11522e-07,0.00106108
-2.11472e-07,0.00425748
-2.11422e-07,0.00687272
-2.11372e-07,0.00985118
-2.11322e-07,0.0133382
-2.11272e-07,0.0164982
-2.11222e-07,0.0193314
-2.11172e-07,0.0219466
-2.11122e-07,0.0236175
-2.11072e-07,0.0237628
-2.11022e-07,0.0223462
-2.10972e-07,0.0199489
-2.10922e-07,0.0170794
-2.10872e-07,0.0133018
-2.10822e-07,0.00850724
-2.10772e-07,0.00320412
-2.10722e-07,-0.00224429
-2.10672e-07,-0.00765637
-2.10622e-07,-0.0125236
-2.10572e-07,-0.0159016
-2.10522e-07,-0.0187711
-2.10472e-07,-0.0232025
-2.10422e-07,-0.0280697
-2.10372e-07,-0.030467
-2.10322e-07,-0.0299949
-2.10272e-07,-0.0281787
-2.10222e-07,-0.0252003
-2.10172e-07,-0.0209142
-2.10122e-07,-0.0163375
-2.10072e-07,-0.0119425
-2.10022e-07,-0.0072205
-2.09972e-07,-0.00195371
-2.09922e-07,0.00309515
-2.09872e-07,0.00683639
-2.09822e-07,0.00890679
-2.09772e-07,0.0101418
-2.09722e-07,0.0103597
-2.09672e-07,0.00850724
-2.09622e-07,0.00512923
-2.09572e-07,0.00149695
-2.09522e-07,-0.0024259
-2.09472e-07,-0.00772902
-2.09422e-07,-0.0137223
-2.09372e-07,-0.0186258
-2.09322e-07,-0.0229482
-2.09272e-07,-0.0274159
-2.09222e-07,-0.0320289
-2.09172e-07,-0.0370415
-2.09122e-07,-0.0430347
-2.09072e-07,-0.0492459
-2.09022e-07,-0.0542221
-2.08972e-07,-0.0569463
-2.08922e-07,-0.0577091
-2.08872e-07,-0.0572732
-2.08822e-07,-0.0559656
-2.08772e-07,-0.0532777
-2.08722e-07,-0.0487374
-2.08672e-07,-0.0428531
-2.08622e-07,-0.0361334
-2.08572e-07,-0.0289052
-2.08522e-07,-0.0229846
-2.08472e-07,-0.0198608
-2.08422e-07,-0.0183353
-2.08372e-07,-0.0171003
-2.08322e-07,-0.016955
-2.08272e-07,-0.0182263
-2.08222e-07,-0.0199335
-2.08172e-07,-0.0220402
-2.08122e-07,-0.0250913
-2.08072e-07,-0.0297043
-2.08022e-07,-0.0355159
-2.07972e-07,-0.0417271
-2.07922e-07,-0.047902
-2.07872e-07,-0.0541858
-2.07822e-07,-0.0610508
-2.07772e-07,-0.0682064
-2.07722e-07,-0.075144
-2.07672e-07,-0.0803745
-2.07622e-07,-0.0824085
-2.07572e-07,-0.0816458
-2.07522e-07,-0.0791758
-2.07472e-07,-0.0755072
-2.07422e-07,-0.0714391
-2.07372e-07,-0.067044
-2.07322e-07,-0.0620315
-2.07272e-07,-0.056801
-2.07222e-07,-0.0515706
-2.07172e-07,-0.0463764
-2.07122e-07,-0.040928
-2.07072e-07,-0.0354796
-2.07022e-07,-0.0305397
-2.06972e-07,-0.0258904
-2.06922e-07,-0.0221855
-2.06872e-07,-0.020333
-2.06822e-07,-0.0201151
-2.06772e-07,-0.0207689
-2.06722e-07,-0.0225487
-2.06672e-07,-0.0261083
-2.06622e-07,-0.0308303
-2.06572e-07,-0.0353343
-2.06522e-07,-0.0397657
-2.06472e-07,-0.0449598
-2.06422e-07,-0.0500813
-2.06372e-07,-0.0539315
-2.06322e-07,-0.0572732
-2.06272e-07,-0.061305
-2.06222e-07,-0.0654458
-2.06172e-07,-0.0678068
-2.06122e-07,-0.0677342
-2.06072e-07,-0.0652279
-2.06022e-07,-0.0607239
-2.05972e-07,-0.0556024
-2.05922e-07,-0.0505898
-2.05872e-07,-0.0460858
-2.05822e-07,-0.0421993
-2.05772e-07,-0.0380948
-2.05722e-07,-0.0334455
-2.05672e-07,-0.0284693
-2.05622e-07,-0.0234204
-2.05572e-07,-0.0183353
-2.05522e-07,-0.0141218
